# cS1 ebandflat_new
22.144775 -0.090928
29.286819 -0.151651
14.243876 0.221807
14.549027 -0.094877
29.877647 -0.088368
27.407478 0.125160
12.322553 0.085654
13.364450 0.271452
13.500041 -0.023992
19.923210 0.218296
28.092556 -0.246652
6.093978 -0.072961
20.291454 0.187809
17.897341 0.041891
14.565602 0.239446
7.020012 0.020569
13.378297 0.132008
16.502119 0.014287
5.255166 -0.046642
10.066316 0.055156
18.039768 -0.210667
14.823356 0.156082
12.010411 0.206997
9.201500 0.011454
22.320097 -0.030596
11.247805 -0.199827
17.507442 0.020020
6.511202 0.010235
25.061003 -0.082168
13.381712 0.098212
16.596735 0.125391
19.661161 -0.202529
25.183233 -0.192260
24.841206 0.188350
9.866808 -0.008124
24.337893 -0.160075
17.096760 0.183446
24.021460 -0.341055
23.993486 -0.072038
12.448942 0.115180
25.994520 0.159329
20.136215 -0.053473
28.517143 -0.265412
28.078230 -0.039026
22.925896 0.078855
9.329747 0.847634
7.249016 -0.243061
28.463690 -0.124419
13.713371 -0.014810
14.206900 -0.122675
16.605106 -0.149152
25.500557 0.025552
11.007084 0.014844
17.784611 -0.016833
22.380192 0.127236
11.397851 0.147437
17.562696 -0.011351
7.406372 -0.036314
21.356739 0.095772
5.736225 -0.064544
27.784361 0.176115
29.762993 -0.191231
8.348639 0.116238
4.576340 0.135909
5.207290 0.016898
10.316993 0.074820
22.306593 0.146032
23.241150 -0.012314
12.434067 0.023475
13.622987 0.014954
27.442213 0.213016
21.100002 0.009209
27.056833 0.052861
22.482899 0.025926
4.669332 -0.012619
17.816410 0.022259
5.998023 -0.026881
28.850677 0.004689
19.079840 0.420016
14.243131 0.125873
9.147264 0.085738
25.603210 0.182104
14.496444 0.255158
22.679579 -0.137420
10.181452 0.048966
11.630826 0.078285
4.574419 0.029890
19.674341 -0.044232
4.733165 0.046023
18.926943 -0.062786
23.641325 0.219271
16.404259 -0.106373
26.055288 -0.014560
8.799335 -0.028372
16.721071 -0.192481
5.465041 -0.100345
5.754744 0.080205
21.257776 -0.226932
3.327095 -0.008120
5.952361 0.013162
21.265532 0.078136
7.987356 0.033445
14.738596 0.018145
26.507347 -0.037909
26.328362 0.056736
16.686083 -0.058867
26.577467 0.171309
21.432083 0.050757
7.626100 -0.046341
17.978292 0.014599
19.379242 0.229185
6.223212 -0.148785
27.136395 0.044294
7.716424 -0.115663
18.875889 0.095944
14.576712 -0.030926
13.048589 0.123490
11.679084 -0.068839
26.487217 -0.095140
15.950278 -0.147562
23.437542 0.160589
7.192775 -0.037424
14.132926 0.100837
11.273816 -0.030295
10.004882 -0.231884
15.287863 -0.199773
29.567778 0.188020
28.341930 -0.084746
12.865568 -0.051165
6.248478 0.041044
7.729763 -0.157839
29.691488 0.040285
22.216105 0.123071
17.928768 0.030677
17.804256 0.312181
12.038991 -0.046423
21.302166 0.029385
8.066463 -0.142672
13.967210 -0.115701
23.060520 0.097104
8.219121 0.087823
20.410353 -0.241758
12.069220 -0.059656
24.846605 0.344991
13.741276 -0.046564
24.898762 0.219598
13.294517 -0.019796
6.598607 0.313738
15.963827 0.119863
19.279503 0.269362
28.016611 -0.328125
13.813816 0.004581
10.410499 -0.139556
15.037898 0.078613
22.930033 -0.209437
22.794842 0.024948
17.783142 0.071285
11.877063 -0.064553
21.782713 0.006240
13.595585 -0.348278
16.164610 0.115135
19.684685 -0.377327
17.615137 0.190061
9.344555 0.028352
24.704874 -0.223386
5.212369 0.145057
4.911357 0.250259
15.351035 0.108379
25.857405 -0.068788
10.469474 0.121346
14.078925 0.080477
4.760778 0.106153
5.648711 -0.048737
5.280955 0.205858
21.193914 -0.036975
16.480974 -0.173924
11.413485 0.067940
11.186262 0.000067
26.686855 0.113196
15.553772 -0.006975
28.702930 0.041552
28.773853 -0.065271
27.478800 -0.097088
11.832527 -0.203074
26.518097 -0.134903
26.535614 -0.119605
22.599255 0.091654
27.608757 0.189822
9.155034 0.088883
16.704554 0.137969
11.589286 -0.041070
20.510582 -0.118962
7.644472 0.052376
19.522539 -0.017362
29.433308 -0.112337
25.047693 -0.365471
7.071080 0.058365
6.140508 0.175575
29.976582 0.037325
28.621120 -0.114452
7.075326 -0.052292
11.597911 0.204061
17.047298 -0.140740
18.695707 0.052952
6.432503 -0.023539
6.218387 0.146969
27.089472 0.040775
13.345845 -0.152800
20.703979 0.174446
19.492313 0.052471
18.397924 0.156667
26.644154 -0.048772
15.250392 -0.083432
29.140240 -0.139832
14.104852 0.000523
6.160890 0.032907
16.784443 -0.024676
27.055429 0.077294
4.789501 -0.059572
27.463839 -0.042741
7.198246 -0.135635
24.553652 -0.051144
22.017677 -0.151434
19.485790 0.229272
9.033091 0.039273
14.428018 0.038532
17.295214 -0.128172
28.144957 -0.081444
26.736217 0.085261
25.436041 -0.228284
11.298549 -0.031864
17.340319 0.231310
28.504101 0.174845
15.221444 0.064535
11.068102 0.161460
29.793798 -0.113725
4.322642 0.071249
10.881977 -0.004113
3.961871 -0.162160
15.493821 -0.259651
22.992903 -0.009064
25.989859 0.039763
18.428005 -0.138929
16.851957 0.221221
27.168354 0.180920
27.786034 -0.009580
17.965487 0.085654
6.069098 -0.237094
25.318930 -0.125961
6.513443 0.088143
29.626133 -0.052423
25.413960 -0.104973
20.460861 0.055814
18.384214 0.101786
16.770237 -0.100021
17.997267 -0.004575
4.604702 -0.087796
12.129447 -0.054937
15.290377 -0.111402
12.886709 0.001851
18.902674 0.227758
20.801929 0.033356
23.350981 -0.066620
13.110362 0.208778
9.868142 -0.131094
27.109671 -0.034267
29.051521 -0.377101
23.179972 -0.033484
4.687219 0.136431
20.931086 -0.030810
8.164295 -0.165514
7.209902 0.236212
14.461874 0.081997
13.751391 -0.141849
3.906563 -0.021632
18.347725 0.022602
20.306934 0.371266
9.950459 0.076877
8.667749 -0.066390
19.126581 0.094708
19.451124 -0.010419
17.159676 -0.031738
24.617926 -0.103953
20.517614 -0.195503
21.551872 0.116747
20.242889 0.066807
10.532860 -0.069415
24.647066 0.039845
15.540229 0.052951
27.541721 -0.311740
20.052132 0.118646
9.518749 -0.069760
9.837064 -0.251528
14.405125 0.135669
18.975559 0.318321
25.826670 -0.137853
14.631795 0.018279
24.366066 0.174373
5.089750 0.035419
12.152918 -0.009465
20.896149 -0.044420
14.475595 0.025350
18.513540 -0.161964
26.450361 -0.043071
17.767380 -0.052791
9.323483 -0.066830
14.801224 -0.041135
8.575439 -0.060819
25.107254 0.176957
28.773478 0.010810
26.256556 0.059878
9.683740 -0.243390
7.611263 -0.051931
22.081953 0.110964
9.043455 -0.095184
29.199152 -0.014298
19.440582 0.178308
20.648411 -0.016258
28.450096 0.132204
13.905624 0.006671
23.059561 -0.017605
20.339855 -0.039643
26.573587 0.089811
13.898478 0.214582
22.719173 0.013153
14.286140 0.353830
7.085115 0.002065
9.406590 -0.176187
21.465864 0.035468
6.295577 -0.057785
24.531065 -0.068989
24.480898 -0.089535
29.754707 -0.008693
26.031864 -0.095724
17.651239 -0.214873
19.389603 0.154631
18.774303 -0.082260
17.309439 0.116914
26.419256 -0.000802
28.465996 0.039761
8.875721 0.219170
27.028913 -0.042322
27.753397 -0.005079
28.351507 0.026236
12.390162 0.119968
18.333111 -0.024840
25.533422 -0.002270
24.905987 0.071883
13.765167 -0.103376
11.947002 -0.174729
24.334641 0.148520
14.448210 -0.021088
16.871277 0.025366
24.506187 0.041217
20.138908 0.156358
26.023355 -0.074204
21.160027 0.053762
5.671033 -0.004505
29.951252 0.029724
4.753301 0.251202
16.151600 0.069588
22.841469 0.076784
7.296226 -0.043121
7.294187 0.013936
18.183189 -0.010478
8.965515 0.174469
26.733635 0.168209
24.111647 0.116853
5.467171 -0.034751
25.014399 0.119547
6.232356 -0.041079
15.395603 -0.098203
20.677248 0.044424
23.015438 0.087476
19.609140 -0.014070
27.177025 -0.023623
16.170937 0.023147
18.988586 -0.132427
29.580214 -0.062369
12.593698 -0.089748
9.678582 -0.047611
8.451079 -0.140616
3.929232 0.119349
29.002903 -0.257760
9.102206 -0.144151
13.457034 0.056182
9.485549 -0.232779
14.595347 0.064174
10.044394 0.110863
9.227679 -0.157005
11.411543 0.252684
15.426476 0.025882
15.230000 0.235476
13.267419 0.224176
4.934877 0.109728
26.609835 -0.207775
10.666520 0.091691
27.083380 -0.102776
20.239901 0.115701
18.006603 -0.208462
14.019242 0.046328
10.282275 0.323554
24.873365 -0.027577
22.707289 0.350820
11.436289 -0.095079
18.941977 0.013717
25.832457 -0.240942
15.788147 0.039184
23.960463 -0.024943
19.497049 0.218570
10.600222 0.059418
22.782900 0.156675
27.765171 0.113206
29.093166 0.213874
24.555811 0.270191
27.098194 0.128460
7.684310 0.052563
27.967821 0.226372
26.079805 -0.165027
27.747261 0.054528
29.963221 -0.189233
4.356950 -0.144270
17.747051 0.139079
27.003899 0.030816
25.564173 -0.041967
22.046974 -0.045951
6.986737 -0.117002
15.207957 -0.066214
13.047830 0.093415
24.963865 -0.203746
8.734418 -0.206207
6.889329 -0.087106
28.465454 -0.111893
27.946081 -0.033921
13.698008 0.031574
27.865957 0.075717
23.615202 -0.257728
9.805103 -0.132009
18.378510 -0.275230
18.258419 0.272163
16.704357 0.065993
24.858852 -0.058737
23.247412 0.045182
17.471748 -0.194090
26.601591 -0.151747
3.629362 -0.020461
6.732282 0.043158
16.460928 0.024771
23.428610 0.038594
26.438482 -0.227428
13.683537 0.160746
6.376485 -0.009322
12.041527 -0.049757
8.959692 -0.252424
14.114593 -0.137234
29.677229 0.142116
21.777685 0.020221
22.657387 -0.091556
17.040869 0.129805
21.796087 0.056101
3.482916 -0.037039
29.779766 -0.002486
29.991632 0.185770
7.339839 -0.093736
9.642925 -0.026780
12.212260 0.063779
27.909491 -0.042077
23.374529 0.041259
19.334242 -0.027558
11.481536 -0.177807
16.288191 -0.014082
23.395634 -0.037035
16.592880 -0.128053
18.910208 0.018160
11.775548 -0.001174
12.145940 -0.132343
14.377860 0.060420
11.510184 0.107691
25.730232 0.143935
10.534685 -0.066769
21.497774 0.118370
11.973008 0.031296
8.126519 -0.101990
24.086306 -0.087786
21.783361 -0.202534
15.954010 -0.015596
9.142077 -0.140741
24.118656 0.165200
15.212177 0.103605
23.421230 -0.043167
17.453255 -0.134766
13.393350 -0.101167
18.080643 -0.073740
19.827862 0.128111
11.163904 0.146770
22.455517 0.077223
22.217724 -0.009166
6.962890 -0.166118
23.046602 -0.181416
14.258762 -0.082511
23.879160 -0.063763
22.217237 0.144409
28.659269 0.039495
13.671535 0.116352
29.751614 0.126269
8.510561 -0.043229
16.156977 -0.013394
6.680942 -0.122002
25.633287 -0.189029
9.067816 0.175730
3.740285 -0.108864
23.896069 0.111668
10.541344 0.185453
25.048037 0.146090
12.767579 0.199681
17.425423 0.101146
6.812157 0.125907
26.825344 -0.113468
24.857784 0.073368
26.861414 0.014522
24.074059 0.069859
26.902617 0.197812
12.355258 0.078034
25.116962 0.164605
21.124102 -0.012542
13.448869 -0.051523
16.942877 0.079892
9.021354 0.074659
6.305423 0.311509
13.968736 0.105202
13.095868 0.164681
6.552377 0.071486
29.121216 0.083019
11.333275 -0.078803
17.843500 -0.119765
28.140667 0.024705
11.581536 0.284938
6.220875 0.394014
29.726667 0.097630
12.052118 0.056694
24.609024 -0.065707
12.865584 0.058825
24.854879 0.081124
5.443149 0.082552
17.917931 -0.041953
8.551746 -0.130930
24.515442 -0.262908
9.698642 0.197554
14.907856 0.015306
24.093740 -0.059228
15.968499 -0.054088
18.530012 0.065531
16.193146 -0.111734
8.106426 -0.076924
18.998350 -0.017778
19.151707 0.160834
10.536078 -0.049357
27.669191 -0.235604
24.505058 0.111190
3.056497 0.051964
26.729675 0.096447
21.547031 0.133280
8.705605 0.021737
23.914598 0.181917
27.687056 -0.006272
15.983111 -0.020280
16.084810 -0.146249
24.310627 -0.190177
9.392159 0.092670
6.954633 -0.123237
26.361813 0.183264
20.494869 0.182212
23.097626 0.027736
28.740177 -0.176162
8.123877 -0.047378
29.305868 0.150493
9.841459 0.056227
17.794365 -0.028867
5.297172 -0.077843
17.664078 0.169994
11.983311 0.104801
17.537899 0.068816
28.835960 -0.028603
22.515619 0.048270
17.604124 -0.252228
17.973188 -0.118011
3.776814 -0.138824
13.705062 0.217008
9.497540 0.256036
9.574292 -0.000801
26.023081 0.038691
15.484937 -0.073551
26.643150 0.206316
25.021208 -0.283829
6.194160 -0.146770
11.552530 0.007177
23.039940 0.107499
22.666956 0.122968
10.515403 -0.250281
21.340155 -0.190306
21.613014 0.060592
27.152805 -0.124046
16.303036 0.143271
23.256626 -0.065133
28.789288 0.086002
6.166285 -0.018089
10.866015 -0.006252
6.334153 -0.165365
22.321186 -0.181636
14.240047 0.187817
14.316209 0.131741
7.127159 -0.029023
23.843515 0.071518
15.072207 -0.004947
28.867746 0.029987
22.354849 0.041437
23.129181 -0.037968
12.023990 0.129903
26.480499 0.042271
10.885309 -0.148881
21.403103 -0.237281
17.038055 -0.042093
8.040750 -0.029977
7.154977 0.098836
28.491339 -0.144677
25.927637 -0.308853
16.464144 0.247463
22.352858 0.035629
17.509750 -0.053968
16.784391 -0.059408
11.758084 -0.057322
26.969767 -0.210569
19.266314 0.150339
27.579433 -0.171052
17.456690 0.006219
23.699020 0.019349
25.627178 -0.045278
6.901464 0.034370
9.720442 -0.013559
12.613616 -0.240347
20.361937 0.001662
28.788893 -0.031285
19.300293 0.000827
28.876162 0.026914
7.152991 -0.048393
7.620147 0.053374
28.709103 0.228127
27.236050 0.053833
27.546219 0.104629
13.074344 0.041009
9.487756 -0.065348
18.447859 -0.144319
16.233759 -0.240919
26.092468 0.053880
27.990679 -0.025635
22.446478 -0.208450
9.855745 -0.176600
7.661293 -0.207023
10.927466 0.029381
15.356702 0.210219
11.987683 -0.156309
17.102575 -0.142136
19.323807 0.197142
14.810625 -0.022522
8.189815 0.058814
12.829993 0.242264
28.353745 0.013909
7.083511 0.033111
29.497770 -0.056728
29.401726 -0.067618
23.729761 0.103908
15.709507 0.100518
10.921884 0.098099
20.725603 -0.189561
6.367333 0.028098
12.525816 0.060392
19.132278 -0.249490
9.509769 0.139722
16.953112 -0.029099
7.744257 -0.028201
10.706692 0.213209
26.885029 -0.052514
17.446245 -0.144751
19.822746 0.066616
20.774742 -0.011275
13.682133 0.128779
15.142522 -0.149055
29.816242 0.117568
16.368486 0.006917
12.757626 -0.231232
23.432295 0.063945
20.831341 -0.108540
19.402855 -0.163476
28.285316 -0.039217
15.143394 0.013988
16.516876 0.116681
27.372545 0.173412
8.533260 -0.116774
15.152473 -0.011878
14.781817 -0.214344
21.669170 0.099133
17.603786 0.037928
12.451087 -0.033905
5.284924 -0.028248
23.748634 -0.212896
26.467781 0.191071
13.740634 0.002837
17.557999 -0.007293
24.443556 0.163065
26.799026 0.006041
25.765594 -0.029923
7.410816 0.065150
23.620205 -0.217959
9.276269 0.013881
28.647285 0.138931
22.823181 -0.195383
14.110958 -0.054554
22.849852 0.065244
29.838917 0.096312
11.186695 0.091076
12.996437 -0.078362
13.917146 -0.136202
28.945030 0.105144
20.217985 -0.084790
20.014009 0.026746
5.192264 0.038337
6.170948 -0.047968
3.535778 -0.111562
28.672031 -0.093823
8.324311 0.186895
7.128145 0.000279
27.910120 0.307040
26.093023 0.092634
21.573629 0.102312
23.506678 0.238511
4.235036 -0.070855
16.232166 -0.131112
15.928619 0.040253
18.307213 0.220985
11.107835 -0.154756
27.686338 -0.123233
4.258263 0.027268
26.584478 -0.153064
15.657368 -0.133138
8.600441 -0.050647
25.404303 0.038054
24.942715 -0.214723
5.259774 -0.048058
28.954735 0.138644
23.120859 -0.189790
24.389011 -0.371508
14.555428 -0.120806
13.514352 -0.178941
25.499287 -0.358240
14.311371 0.264565
7.594306 -0.165543
17.121729 -0.092852
11.102694 0.046053
25.230177 0.022948
11.590390 -0.089957
18.488707 0.086762
9.728100 -0.105756
13.697047 -0.083553
11.186813 0.000772
4.345706 0.017240
7.131491 0.054227
22.099464 0.296602
14.151183 0.173278
6.589291 0.012057
12.775953 -0.166102
27.200428 -0.027957
16.373713 -0.021240
16.442554 0.167568
17.997665 -0.056923
15.199366 -0.111381
12.759612 0.046365
29.592760 0.069590
11.846467 0.150334
10.154521 0.039153
12.589245 -0.113303
25.790442 -0.023500
9.703853 -0.170165
27.293051 -0.118460
26.297445 0.088364
19.405855 -0.173261
29.931252 0.016235
12.528833 -0.083617
26.324247 -0.101489
8.382343 0.128422
29.922998 0.004036
14.449504 0.182020
15.107748 -0.043845
24.784430 0.135460
10.538883 0.041372
26.506113 0.155698
27.444767 -0.127562
27.658813 0.130582
11.286810 0.104974
20.800245 -0.192732
4.956115 -0.070989
13.840887 0.037380
10.507433 0.275811
22.255188 0.218543
27.816477 0.221875
28.680498 -0.062388
11.704154 0.051847
26.764748 0.273749
11.586064 -0.016922
18.403843 -0.055618
21.644670 -0.154549
15.205868 -0.069276
24.062229 -0.143065
9.402048 -0.087045
9.791564 -0.154406
13.795665 0.361069
28.472034 -0.080396
22.749842 -0.089531
12.468967 -0.077279
18.904968 -0.099677
11.532023 -0.001442
13.489560 0.046946
14.131647 0.019815
22.081804 0.173324
15.920134 0.018014
16.277073 0.362316
21.224066 0.000108
12.523842 0.003929
20.743954 -0.216167
11.642734 0.067573
20.315792 -0.293974
