# cS1 ebandflat_new
20.413177 -0.047777
10.525264 0.079067
14.909956 -0.070158
23.012249 0.074507
25.413746 0.096391
21.077812 0.101946
7.596242 -0.030857
11.244484 0.024384
7.777249 0.001314
4.485230 -0.200733
23.267654 -0.237511
15.074890 -0.072369
10.554524 0.264704
19.928997 0.156960
15.792353 0.273596
18.081635 0.096148
29.799799 -0.152824
25.572348 0.055897
28.052441 -0.174065
16.003822 0.238422
20.482534 -0.047531
29.984449 0.096906
5.550820 -0.018336
15.818856 -0.098615
28.119505 -0.151232
26.720821 0.315497
8.612960 -0.143643
4.065935 -0.170754
20.541517 -0.074664
25.604179 -0.102203
10.032445 -0.064823
15.224432 -0.047655
13.205645 -0.090093
8.216462 0.052182
7.254309 0.101713
19.308571 0.071368
3.163067 -0.304653
28.880194 -0.014245
20.699455 -0.026349
24.437544 0.099971
20.493721 -0.024023
18.235123 -0.272580
27.694492 0.228693
13.476484 0.077692
23.217237 0.247097
16.785662 -0.112197
20.196875 -0.085114
26.231754 0.023258
10.340825 -0.024440
28.555367 0.018997
4.660800 -0.292118
19.543369 0.057563
16.350142 -0.096633
13.664845 0.050855
12.197635 -0.034847
7.394120 0.066353
29.336317 0.310453
23.252872 -0.207140
3.115227 0.056677
16.535179 0.159735
6.874726 0.001354
17.282064 0.129324
24.111902 0.097277
12.762404 -0.147864
6.466916 -0.012155
19.752895 0.078002
13.452131 -0.094308
3.807870 0.035861
11.762765 -0.074004
19.598093 -0.066449
4.894235 0.026535
8.799714 -0.146091
29.741976 0.086035
24.226547 0.212877
24.102207 -0.233164
18.214430 -0.123990
19.225632 0.095325
7.850960 -0.054050
16.717514 0.443495
15.536304 0.029148
28.249416 0.104560
12.249398 0.209339
6.015576 0.096715
20.864168 0.161979
11.692117 -0.050328
4.895763 -0.140725
25.919233 -0.218505
27.816732 -0.057740
28.959269 0.079352
20.832861 0.193012
14.256973 0.068650
19.920965 -0.021268
21.569403 0.040029
29.302488 -0.088351
7.203907 -0.080923
18.995140 0.126686
11.137047 -0.064948
8.499858 -0.043391
15.800767 -0.056706
15.913265 -0.100662
14.078469 0.029409
19.474955 -0.203245
21.534620 0.250869
17.182165 0.224441
14.614950 -0.159234
9.907084 -0.096962
22.793346 0.064908
22.528559 0.021816
29.464144 0.099634
26.441973 -0.041527
17.242985 0.033176
6.186557 -0.093991
13.496326 -0.220064
26.744329 -0.267959
13.195288 0.047917
22.414938 0.095555
28.841444 -0.055955
12.608102 -0.049936
12.546648 -0.029513
24.342278 -0.073527
14.979848 0.179736
18.088902 0.024252
11.564971 -0.044277
10.166923 -0.234287
27.109295 0.073905
14.811382 -0.027540
10.399820 0.041187
12.545851 0.021526
4.608974 0.224392
6.021244 0.232822
11.587704 -0.118056
28.158697 0.152496
16.698416 -0.223755
18.150269 -0.049546
14.176558 0.171804
23.531574 -0.069671
29.568937 -0.144447
29.017973 0.049164
9.599805 0.050703
10.293335 0.123167
25.434458 0.067511
26.419556 0.094787
11.638774 0.013231
26.162073 0.088783
29.748968 -0.104678
19.630024 0.018355
22.144646 -0.043241
26.903524 -0.132261
3.072810 0.017469
14.394920 -0.023023
12.672000 -0.090800
15.171216 0.172181
29.862455 -0.042692
6.675697 -0.081315
27.937943 -0.172010
9.750378 -0.049305
21.798470 -0.018441
10.612844 0.201230
29.209057 -0.206852
24.334064 -0.258477
24.472692 -0.108740
22.859041 -0.236014
14.428487 -0.136737
28.513660 0.178471
18.749273 0.166601
23.913397 0.000119
20.645103 0.074407
25.898291 0.084589
12.787524 -0.037751
9.982557 -0.013190
13.143692 0.038965
22.031675 -0.218402
24.546444 -0.282947
26.246014 0.009494
7.673871 -0.228309
22.955196 -0.189285
14.882557 0.153368
8.393706 0.216062
5.818941 -0.113388
28.249889 0.094578
18.153748 0.054022
29.231068 0.160013
6.211440 -0.175090
21.362906 -0.213568
3.506190 -0.171369
28.400301 0.161020
26.633057 0.106331
22.376757 -0.014838
22.866198 0.066439
16.351524 -0.279755
27.781782 0.097770
24.506184 0.355185
3.465878 -0.122733
15.407082 -0.034253
26.486622 -0.014386
18.221581 0.050198
26.883606 -0.037753
8.791733 0.142439
15.923311 0.163163
18.743263 0.245562
29.856230 -0.099480
4.015046 -0.065794
20.315542 -0.280118
27.370520 -0.251047
23.335711 -0.054994
13.230463 0.073961
22.782341 -0.162809
28.352001 0.053897
17.423767 -0.168035
25.451979 0.093104
4.867641 0.045766
17.234827 -0.002824
13.644691 0.082667
11.981477 0.001647
14.170695 -0.156965
14.161747 0.015086
3.431985 -0.021980
15.816000 -0.102020
4.795642 -0.009874
28.056398 0.100144
19.171638 0.079046
20.719032 -0.265285
29.111898 -0.009031
11.694311 -0.096141
23.069675 -0.008223
9.616160 0.092995
17.653217 0.322749
7.410299 0.038083
11.442753 -0.212977
29.860491 0.029521
11.098072 -0.302335
20.185078 0.186055
28.781898 -0.291424
8.306286 -0.134517
11.588410 -0.023768
16.342054 0.292579
15.715181 -0.201850
28.575499 -0.151544
19.930666 0.017230
20.453054 -0.058265
23.565870 0.000053
10.690114 0.058757
18.104820 0.182031
27.141998 -0.148402
23.729292 -0.064277
3.742551 -0.019695
9.945025 0.178441
22.207628 0.090342
29.236097 -0.326555
7.054748 0.227787
6.614354 -0.099168
13.156950 0.144408
16.115509 0.125680
4.048513 -0.718856
28.859060 0.060503
9.482300 -0.183755
25.848381 -0.011258
9.913068 0.183472
8.657757 0.142580
25.970768 0.052825
13.010367 -0.023664
8.304652 -0.009812
25.115437 0.037043
24.144875 -0.269707
16.386362 0.060749
29.452692 0.032183
15.811805 0.116302
8.635921 -0.028621
29.401072 0.061607
14.845953 -0.099000
25.598383 0.152627
18.361145 0.035640
23.971354 0.178789
11.150970 -0.029520
19.221069 -0.077148
14.501913 -0.213966
16.782059 0.190242
12.297279 -0.120223
29.638210 -0.095454
22.133888 -0.280405
13.786294 0.042145
22.292522 -0.433915
14.375217 0.057039
23.158047 -0.168426
17.099524 -0.151775
17.293203 -0.099927
11.091303 -0.140166
26.928413 0.034049
27.161119 0.084079
25.995764 0.037371
10.169741 0.139467
13.604270 0.101732
5.007381 -0.116437
14.455350 -0.030786
14.015666 0.055050
14.671959 0.079685
15.736630 -0.147611
6.597487 -0.115414
19.177187 -0.032669
20.917807 -0.139901
18.542637 -0.397240
24.374922 0.096031
14.080725 0.090402
14.642928 0.051059
5.445416 0.016472
22.673754 -0.064011
28.993977 0.076991
11.984751 -0.221288
9.042091 -0.141183
14.142313 0.151078
8.429137 -0.259669
21.463430 -0.061932
20.434065 0.028920
27.378275 0.192906
25.994865 0.130639
5.139661 0.088902
27.828239 0.149606
6.155928 0.001788
11.706688 -0.142619
25.602617 -0.035600
27.487028 0.271861
8.125422 0.098163
14.320089 -0.138230
27.391438 0.134264
14.148739 0.142392
12.681702 0.056540
19.015295 0.173414
6.932613 -0.052725
3.133808 0.103368
22.054977 0.109149
22.298841 0.181390
20.160070 0.003256
22.237196 -0.185215
14.474612 -0.008823
16.067329 0.117885
27.009174 -0.007877
9.989756 0.037431
19.834433 0.055900
26.240543 -0.010142
5.455050 0.018494
25.295681 -0.063423
4.386163 0.112086
19.164568 0.237140
9.448660 -0.270353
12.902772 -0.100479
3.767464 -0.055288
21.554800 0.106403
18.047543 -0.272032
25.927263 0.158979
21.286039 -0.145797
27.751328 0.263080
8.945498 -0.049686
27.567974 -0.062276
24.221876 0.131135
28.630014 -0.048222
28.316452 -0.000466
17.876743 0.149452
25.239296 -0.172996
6.847900 0.100662
26.995956 0.035221
7.233986 -0.160785
14.470964 -0.015559
9.314707 0.062612
23.783298 -0.021161
9.582203 -0.173332
5.175454 -0.019420
29.599735 -0.078933
3.861804 0.052367
8.433781 0.036120
10.175195 0.132398
15.304316 -0.089427
3.006082 0.088128
9.826238 0.041261
3.834425 0.163112
21.794510 -0.196248
17.015135 0.048477
26.531807 -0.165123
15.526994 0.064649
10.917712 -0.018745
22.968281 -0.085286
17.458479 0.160321
23.214632 0.111410
7.377079 -0.087712
4.509429 0.103640
5.094327 -0.058525
28.013149 -0.032193
26.414667 -0.004891
17.111742 -0.044223
5.598196 -0.200413
4.492022 -0.124745
19.615679 0.084348
18.367207 -0.014798
15.543510 0.028686
3.822481 0.164793
17.066072 0.008247
16.231350 -0.059709
14.572732 0.270355
3.581341 -0.034773
16.746908 0.004356
9.698529 -0.193972
9.919909 0.086228
24.469982 -0.416210
26.182571 0.010195
11.593071 -0.134737
8.842442 -0.098904
5.476999 0.084387
24.365339 -0.168342
23.500957 -0.132028
13.254690 0.159062
20.009460 -0.052710
16.137981 -0.244297
25.851854 0.050555
14.480014 0.161006
13.603605 -0.029470
21.126480 -0.009741
15.523166 0.000927
10.734794 -0.126670
14.908147 -0.138668
20.550085 0.154788
20.794664 -0.002947
26.009386 -0.047358
27.730421 0.182583
5.566478 -0.052256
28.577351 0.134428
27.227032 -0.008064
19.290306 0.133043
14.892108 -0.183216
18.607546 -0.074623
7.671219 -0.144029
12.908852 -0.157728
23.582125 0.003024
17.995577 -0.232015
29.912497 -0.136228
19.178936 -0.209616
28.535820 0.224122
17.472084 -0.134234
23.827551 -0.184907
14.217266 0.182543
23.500404 -0.098659
24.569002 -0.103637
13.781544 -0.108095
27.084690 0.128694
29.933418 0.066239
17.126869 0.005034
12.003358 0.314743
6.774945 0.051545
14.522213 0.101676
12.822957 -0.016652
21.145798 -0.071553
20.920704 -0.119566
26.244993 -0.257679
26.551292 0.167587
17.387941 0.228121
5.768873 0.047433
29.197224 -0.155386
13.048668 0.098113
13.823136 -0.000913
4.826724 -0.053962
14.939938 -0.001352
4.999878 -0.134789
8.681934 0.053683
9.057487 -0.031147
16.724363 -0.083366
16.053232 -0.160404
19.097778 0.093869
19.126907 0.003889
20.190456 0.174407
5.990734 0.339273
20.520884 -0.146238
14.089387 0.167794
4.128583 0.192405
7.617750 -0.259145
3.533792 -0.183082
27.242765 -0.038724
22.742428 0.138481
8.833606 0.006165
18.459290 0.126842
12.201161 -0.222268
17.602943 -0.181503
8.346997 0.114300
6.885128 -0.065572
14.385934 0.134289
14.285889 0.131426
8.527610 0.144028
22.329060 0.076224
7.612550 -0.328975
12.080249 -0.240354
27.395380 0.146709
25.156893 0.122214
15.283329 0.054053
8.020996 -0.211510
25.928743 0.099257
24.357641 0.072135
18.970053 -0.019600
3.479802 0.145237
6.264475 -0.191596
17.212183 0.078815
5.555511 -0.030444
15.318579 0.167064
8.363506 -0.062589
7.712995 -0.108107
4.976340 0.003636
10.403868 0.201987
8.719600 0.119957
6.656540 -0.120246
20.040592 -0.041624
3.292853 0.057571
14.269338 0.067807
21.734968 -0.027875
25.156706 0.254617
9.417831 -0.165193
22.436171 0.132467
7.971540 -0.060259
29.989428 -0.219984
20.220432 0.178227
11.458979 -0.223592
19.876474 0.103540
26.150150 -0.036161
13.447208 -0.033545
16.655493 0.053917
11.986978 -0.038353
23.413725 -0.044710
12.396135 -0.081575
13.914448 -0.012381
20.739950 0.095966
16.391312 0.151995
11.675980 0.047808
7.326642 -0.192528
29.546045 0.162372
22.401867 0.080362
14.711294 -0.089209
21.255894 0.165331
9.543276 0.014340
15.443830 0.108891
13.522165 -0.060291
19.753847 -0.265911
6.469462 0.088292
28.316353 0.091407
5.489748 -0.010896
28.752756 -0.078332
17.001202 0.196517
12.147008 -0.062823
20.671402 0.052534
24.765593 -0.008441
7.893162 -0.026219
14.074074 -0.091231
10.386352 0.055934
10.326580 0.008792
20.325531 -0.006259
14.698091 -0.057406
14.662957 0.119215
26.132854 -0.149757
24.248133 0.036857
14.784718 -0.098908
24.467434 -0.144694
4.609195 0.112514
26.407234 -0.123442
14.959332 -0.179110
21.921070 0.223091
26.651537 0.046147
15.892801 -0.118318
10.975183 0.061160
17.823576 0.146879
4.911228 -0.048389
19.569071 0.040066
23.137470 0.081740
26.641441 -0.043970
4.860431 0.023657
7.039465 0.178520
4.515074 0.291263
20.690046 0.084045
13.075817 -0.234108
17.362013 -0.111774
22.667711 0.042695
22.264601 -0.060180
25.923771 0.050401
18.784901 -0.099450
5.904222 -0.132712
12.702172 0.053743
20.224413 0.081185
17.867245 -0.133950
10.778930 -0.059493
3.540110 0.182631
5.607108 0.000671
21.345661 -0.253984
25.200541 -0.036001
21.935581 -0.145265
22.605852 -0.060504
23.768549 0.200222
5.803293 0.032812
27.373581 -0.052863
28.764885 -0.011607
28.188292 -0.067677
10.817556 -0.086675
20.080301 0.096603
14.502281 -0.137089
24.256618 0.056942
18.178967 -0.051566
22.284946 0.223930
18.761051 -0.120709
6.104261 0.105649
12.773160 0.124805
21.148087 -0.089223
14.230615 -0.205865
12.834052 0.015079
4.410336 0.043980
18.195423 0.206422
16.400602 -0.189654
9.587914 -0.015097
26.103899 0.032272
10.524147 -0.046386
20.886141 0.200556
18.835999 -0.002736
26.201168 0.171903
19.316380 -0.021545
21.060085 -0.320802
23.473589 0.186442
20.666744 -0.001860
5.274295 -0.039671
7.364625 -0.123728
23.304531 0.081022
28.770208 0.061376
17.500130 0.157380
7.909477 0.208687
19.683201 -0.012124
18.251223 0.101574
14.952980 -0.216126
29.623480 -0.071884
12.041542 0.025557
10.166577 0.132196
15.778978 0.005186
24.288012 -0.244097
10.880507 0.209522
8.181228 -0.001685
19.964060 -0.003041
17.708679 0.119142
19.251280 0.255744
16.632750 0.030253
22.744047 0.161839
28.526628 -0.208440
17.945244 -0.043673
7.690033 -0.052439
7.136986 0.138638
15.822510 -0.138825
4.850719 0.341717
23.851406 -0.036906
29.944572 0.248700
8.604042 0.280235
20.853880 0.212661
23.230000 -0.023720
10.371565 -0.156695
27.618652 0.075906
15.916091 0.064269
24.217409 0.065760
8.419652 0.031422
18.678333 -0.152122
15.194623 0.057317
21.934893 0.066675
15.761249 -0.054872
20.079466 -0.139664
13.880440 0.002323
19.470560 -0.111377
10.845695 0.137734
22.689457 -0.058293
21.622049 -0.044057
12.891669 -0.216258
11.202186 -0.182901
23.571465 -0.024818
29.067675 -0.071520
22.245070 -0.063830
8.152289 0.372214
17.979052 0.013686
14.545624 0.046452
19.803623 0.214153
20.989052 -0.220734
19.472239 0.063464
22.489061 0.034217
3.248820 -0.103660
11.094193 0.215763
27.714914 0.147408
28.426216 0.143452
19.711008 0.068676
26.756502 -0.171814
6.094896 -0.038961
18.684948 -0.079724
13.078426 -0.082023
19.284533 -0.082180
28.062111 0.054387
29.020855 0.045908
27.987320 -0.060377
19.539196 -0.026087
27.593819 0.062071
21.220560 -0.134472
14.951359 0.204117
24.355982 0.031614
21.537663 -0.284034
15.780859 0.099500
3.067038 0.015452
27.117912 -0.009950
3.367005 -0.152414
12.452129 0.115349
10.104892 0.145130
6.526959 0.232856
4.553073 0.076558
28.235498 -0.078310
14.234838 0.200450
19.641602 0.148484
21.635828 -0.019851
22.991282 0.014135
27.309229 0.177948
26.916550 0.010140
8.780701 0.325372
29.779554 0.133751
15.194216 0.029426
24.435223 -0.125057
15.261869 0.088033
7.891445 -0.085337
27.712072 0.091690
21.027895 -0.049681
25.941429 0.029633
5.550539 -0.131000
10.425642 -0.055933
15.619903 0.157166
12.992484 -0.163945
29.492695 -0.233665
28.735825 0.022147
21.113169 0.114263
9.546993 0.118134
24.257607 -0.037079
8.695932 0.007219
24.422628 -0.084786
24.318188 0.230962
13.133236 -0.117685
18.371954 0.111363
3.863005 -0.000620
8.841191 0.248994
26.032274 0.001223
15.551597 0.155428
24.532043 0.109775
20.827993 0.209531
3.225372 0.175696
12.653447 -0.074354
11.081426 -0.169642
28.690826 -0.208926
25.884237 0.050861
28.779486 -0.015617
25.560455 0.161719
6.622220 -0.104774
24.867199 -0.129074
22.214396 0.139004
14.114021 -0.342125
15.603629 -0.177786
4.416368 -0.068012
19.635658 -0.297570
20.258192 -0.035431
24.073814 0.061459
3.426483 -0.368118
4.114223 -0.089594
17.690689 -0.203522
10.561886 0.067588
11.816686 -0.167545
6.924390 -0.224790
27.263235 0.035454
20.773602 0.174547
26.671741 0.004231
22.324089 -0.075329
17.050682 0.018410
13.898052 -0.105413
25.510927 0.152566
13.858467 0.008331
24.298986 0.055451
3.001366 0.150151
5.048301 0.148359
3.870361 0.207998
3.773910 -0.199862
20.838303 0.121647
18.159218 0.045316
29.190828 -0.316076
3.057529 0.018060
28.784510 -0.243789
17.992979 -0.052868
18.045698 0.030349
18.230413 -0.157519
25.454586 -0.028946
23.111744 0.132891
19.916935 0.179768
20.822420 -0.010209
14.467764 -0.057505
22.545942 0.128635
20.086727 -0.045355
26.388847 -0.063045
4.947976 0.007237
23.067133 -0.099644
19.104544 0.172206
3.716419 -0.169101
15.377217 0.278132
20.235168 0.158270
20.456966 0.034844
7.770998 -0.136640
19.161150 -0.244803
23.252615 0.075169
16.855104 0.005603
8.210111 0.068804
8.224140 -0.074328
14.245994 0.064328
19.414555 -0.317135
21.599224 -0.052265
23.103994 0.206003
22.567955 0.145443
14.858511 -0.014381
22.223993 -0.233888
3.456887 0.013699
13.426741 -0.114765
6.741098 0.098450
15.259733 0.013857
13.369321 0.026304
25.589340 -0.221634
10.400939 -0.070788
10.471245 -0.300440
9.961193 -0.051482
26.801739 0.069535
26.876129 0.327431
11.691206 -0.203384
27.650127 0.023772
17.325806 -0.128896
8.335268 -0.033632
22.389488 -0.017986
27.211481 -0.120760
5.405993 -0.088398
10.538272 -0.017439
22.659445 0.020358
27.630819 -0.086344
8.608389 0.244798
23.225510 -0.045954
23.200367 0.052009
14.337212 0.047900
18.309860 -0.052910
13.623013 -0.083177
5.984176 0.104273
27.496916 0.252519
24.040049 0.041338
16.533043 -0.048786
20.422035 0.034802
17.011000 -0.084866
4.874492 -0.072430
9.411109 0.133520
25.021231 0.372345
7.518912 0.056392
12.796441 -0.050584
20.690788 -0.291686
9.705169 0.133101
26.085590 -0.044393
5.282481 -0.174903
15.527823 -0.002605
24.239759 -0.060903
9.160161 0.012774
25.320715 0.137568
11.646108 -0.230419
27.556091 0.079972
26.492830 0.028582
10.562257 0.238639
8.223801 0.018422
6.984775 -0.120846
16.613907 -0.126577
27.883049 -0.058674
25.816410 0.094689
3.256303 0.037957
16.758869 0.016412
16.629663 0.178015
4.105143 0.049222
21.449753 0.141168
14.838040 -0.095270
24.605560 0.040973
10.450432 -0.157357
24.696331 -0.035082
25.953333 0.059200
5.088888 -0.022089
21.452194 0.097513
4.087464 0.224446
15.210753 -0.046993
14.344221 0.142192
9.826392 0.033031
19.153646 -0.189749
7.803364 -0.054272
6.104225 0.046988
13.841350 0.312876
20.408697 -0.153064
14.845222 0.024851
18.453104 0.005719
27.426886 -0.022245
20.693594 0.139187
5.382054 0.167326
15.281450 0.213092
27.684399 0.093999
15.313565 0.065688
6.732300 -0.200565
28.610325 0.035559
17.939537 -0.086403
3.736443 -0.177841
24.652056 0.241523
3.394110 0.141656
28.410032 -0.216564
10.278427 0.010870
11.850880 -0.020650
11.772101 0.244627
8.307603 0.052649
24.236217 -0.149449
26.221333 0.163345
7.739088 0.180548
24.711893 0.103627
24.815929 0.102467
18.750151 0.213449
10.283172 0.034902
7.014562 -0.021449
11.829532 -0.035233
11.797335 -0.132020
18.201841 0.064076
28.956198 0.199742
21.924000 0.033804
10.875769 -0.070642
28.984465 0.210788
21.401001 0.223199
19.289564 -0.068518
18.291403 0.139399
17.742613 -0.251316
25.762316 -0.204697
6.559576 -0.029286
11.425540 0.007597
22.090948 0.047397
27.657282 -0.179303
26.152843 0.077947
28.949291 0.223938
23.797991 0.042162
6.530281 0.045184
27.060339 -0.068542
23.779476 -0.023372
19.870600 -0.038152
7.204360 0.125041
23.651630 0.097092
9.717862 -0.061913
27.889992 0.014889
29.196871 -0.095335
19.984516 -0.031643
28.858257 0.051143
27.547569 0.065029
20.999086 -0.156389
11.583011 -0.073510
9.844937 -0.209828
7.641506 -0.125252
18.776846 0.201058
8.183178 -0.022187
14.613692 -0.065886
15.581829 -0.069413
9.175147 -0.176773
25.000870 0.053978
5.762729 0.221253
20.075563 -0.056610
11.653880 -0.026266
10.539471 -0.139674
16.329956 0.011538
19.574005 -0.207856
24.195480 0.029072
6.094521 0.258508
5.707545 -0.124293
10.855814 0.020979
3.521411 0.025087
29.944239 -0.057084
4.340117 0.709419
25.049791 0.183133
6.638654 0.336743
10.719518 0.012057
29.758793 0.110527
26.447681 -0.138036
22.443190 0.168937
15.326188 0.250919
21.063967 -0.023635
27.469721 -0.271744
3.611901 0.000142
23.985432 0.016908
8.128363 -0.018259
12.580852 -0.049438
15.693747 0.117770
16.197683 -0.140857
9.167223 0.203634
9.769518 0.069958
25.348011 0.126005
8.617366 0.016898
25.713089 -0.067921
20.519403 -0.025621
6.416880 0.220719
9.879258 0.040736
27.653595 -0.024111
10.060868 0.133278
22.619297 0.073631
23.612900 0.050590
15.964276 -0.045642
29.678730 0.038466
3.886553 0.004131
24.973772 0.053670
6.582689 -0.067191
13.177746 0.112201
19.713680 -0.045779
24.291246 0.247218
21.957289 -0.179242
8.987388 0.030853
6.890638 -0.056718
7.136173 -0.004079
18.359188 0.129114
26.898357 0.001387
22.212744 -0.253173
15.282533 -0.185852
11.018215 0.100343
18.786203 -0.105538
6.253536 -0.057174
17.493393 0.032143
26.782068 -0.177878
15.016489 0.002778
23.275406 0.072978
26.265612 0.130056
4.621060 0.285283
29.199297 -0.199972
15.983911 -0.038683
16.047184 -0.157372
6.586640 -0.083709
14.690766 -0.148743
7.913950 -0.021179
28.441143 -0.116419
29.476629 0.243024
8.565879 0.078765
19.017965 0.196411
8.430449 -0.186171
26.139557 -0.169793
9.181032 -0.058306
24.296387 -0.026312
4.482529 -0.070256
10.118412 -0.152502
8.891371 0.046446
14.241664 -0.016472
10.659516 -0.120079
22.463081 0.025299
10.571003 0.038342
23.816319 -0.022339
27.134981 -0.131177
28.054575 -0.044453
16.218077 -0.016831
21.202921 0.191838
28.569525 0.002551
6.312167 -0.033996
23.087328 0.121554
9.282457 0.048160
12.300546 -0.030113
29.298248 0.082879
9.612989 0.204056
8.773676 0.013058
27.080627 0.038295
16.879326 -0.011655
15.525260 0.096044
14.136344 -0.004331
29.520252 0.078010
26.528948 -0.202943
7.300020 -0.098298
22.669441 0.019403
18.861290 -0.205595
29.496925 -0.184314
27.333521 0.199100
24.830246 0.054620
21.823099 -0.229104
17.574532 0.193406
17.091627 0.143564
17.467533 0.003250
12.863378 -0.037969
24.026669 0.132330
10.975990 -0.169859
20.822140 -0.188107
13.273362 0.011750
10.448894 -0.234922
14.881263 0.065370
14.034306 -0.285471
8.388030 0.012784
4.939513 -0.117115
3.704204 -0.007295
29.664490 -0.071681
9.723246 0.209948
24.348225 -0.021383
21.790884 -0.081494
11.202838 -0.023172
25.370409 0.035464
23.495832 -0.078592
23.922119 0.081819
18.979414 0.135761
13.741013 0.089066
24.359999 0.172690
10.049609 -0.047374
11.818428 -0.156459
26.957022 0.159846
20.377464 0.245170
29.614397 -0.075568
12.264136 0.053886
19.322096 -0.132737
3.011952 0.057232
16.460648 -0.190443
27.824471 -0.061593
14.030760 0.195990
16.301313 0.075415
19.253378 0.049559
23.879194 0.185845
6.779184 -0.135406
20.253677 0.034993
23.463619 0.099734
18.060600 -0.229347
24.535269 -0.190160
16.401999 0.131444
20.493935 0.086545
18.701403 0.125156
7.615376 0.070948
20.963476 0.131895
6.793582 -0.223725
28.537127 -0.105106
20.343454 0.191204
23.793749 0.000997
16.234938 -0.043713
25.875792 0.052071
11.268920 -0.112970
6.949490 0.043942
20.500717 -0.213399
7.237133 -0.108251
3.783764 -0.340316
21.163305 0.138351
20.581226 0.007463
24.767643 0.048118
19.877283 -0.132376
18.391476 0.076812
14.577675 -0.032429
28.556795 -0.147060
19.637869 0.291496
26.451694 -0.232790
14.318399 0.090096
6.355318 -0.194866
29.846825 0.046635
28.519861 0.028396
22.323772 0.063787
8.670686 -0.115989
13.372270 -0.006171
9.028607 0.056008
12.703543 0.026778
12.342599 0.182949
4.473889 0.053379
18.223856 -0.090211
27.034691 -0.068674
6.893487 0.107633
11.805437 -0.046268
19.518202 -0.064613
8.420358 0.127818
20.919508 0.087560
16.342514 -0.134368
22.106823 -0.164081
29.481524 -0.050397
5.086950 0.039024
14.363058 0.032073
29.135220 0.107568
20.469748 -0.069142
26.975834 0.134123
25.784187 -0.104526
19.817036 0.082245
25.213129 -0.359377
25.503304 -0.035367
4.724255 -0.369690
22.665154 0.022206
16.832851 -0.008591
5.644289 0.012663
24.428164 -0.122593
28.081053 -0.196807
18.841299 0.195477
11.237495 -0.016226
25.376415 0.014451
7.953436 -0.183173
25.551327 -0.076297
7.788894 -0.288221
4.785186 -0.241077
3.103253 0.336416
28.578331 -0.010291
11.419314 -0.034403
4.780156 0.181328
23.863586 -0.065768
18.455294 0.129089
25.050642 -0.049110
24.788673 -0.070227
3.227049 0.083531
4.793397 -0.160884
26.838764 -0.143687
3.443199 -0.302652
22.125309 0.166370
17.916517 0.001191
5.103684 -0.082059
28.091362 -0.142043
12.563445 0.183470
23.366638 -0.039830
24.074226 -0.073263
22.072001 0.071295
10.865263 0.065283
20.061689 0.020257
19.517292 0.018256
8.516225 0.144812
20.566729 -0.126201
19.061750 -0.025853
14.799786 -0.019730
22.152687 -0.012506
15.637641 -0.266948
15.676994 -0.253945
13.266353 0.257869
25.175562 -0.196941
18.800531 0.120045
21.777065 -0.175878
21.660114 -0.068966
17.286718 0.149564
5.101092 0.094095
9.886914 0.194801
14.697470 -0.069488
8.312244 -0.113141
5.200688 -0.079670
25.808619 0.069385
17.226753 0.286466
20.550457 -0.177366
19.685642 -0.048479
8.041484 0.170530
4.638198 0.036350
20.951691 -0.062595
13.310420 -0.049439
22.223024 -0.178964
28.660650 0.001998
19.020660 0.199012
23.118128 -0.093833
10.858637 -0.249064
21.977509 -0.052565
11.533548 0.073142
3.975195 0.090694
26.180016 0.235283
23.712746 -0.115081
5.349369 -0.181505
4.694487 0.014400
21.997915 0.024772
14.316695 0.067226
29.007740 0.080820
18.482569 0.037334
26.101988 0.107376
21.835443 0.005284
29.179949 -0.155675
28.171013 -0.122340
21.053843 -0.032838
5.426486 0.233921
29.138453 0.224199
8.751662 -0.164776
10.287979 -0.080739
15.168260 -0.028668
26.828892 -0.183441
15.172036 0.147757
17.617945 -0.239094
17.128561 -0.010418
15.883345 -0.064627
9.215759 -0.135733
4.690516 0.076465
10.810284 0.033727
16.184252 0.020948
27.394348 0.090079
25.526035 0.148414
6.469522 0.012593
12.258796 0.116636
26.886492 -0.024699
8.022577 -0.084489
16.071836 -0.051598
9.805482 -0.088330
13.905636 -0.113653
28.842447 -0.174464
29.340448 0.003567
3.623318 0.046655
25.635542 -0.185395
19.862064 -0.065714
23.863045 -0.146525
6.220917 0.263426
13.619761 -0.042515
20.171415 0.190303
11.247345 -0.088772
18.950659 -0.155292
17.226551 0.024207
28.447937 -0.194508
9.930241 -0.010943
15.539608 -0.183577
8.772195 -0.141532
14.295206 0.142815
21.648638 0.077172
18.760193 -0.052612
24.097647 0.065000
19.170137 0.001204
18.748934 0.166796
15.791970 -0.032884
18.112022 0.082356
17.374907 0.290161
6.936520 -0.155876
28.968615 -0.076545
23.306852 0.135463
22.499990 -0.029204
27.300426 0.014775
9.091488 -0.099172
13.571848 -0.023285
17.782045 -0.165248
5.685544 0.247746
17.984814 -0.061717
7.036732 -0.020159
28.798052 0.175026
5.273587 -0.259828
28.117140 0.057371
15.495765 0.027568
6.961055 -0.011664
27.683300 0.103190
24.817160 -0.234579
5.759151 -0.026127
22.911726 0.095484
25.068729 0.232418
9.112524 -0.215889
9.106309 0.017460
14.285595 0.028979
13.799472 -0.014602
10.143976 -0.199215
22.538015 -0.017883
20.231567 0.237753
28.251646 -0.103379
10.599222 0.212435
13.339630 0.165482
5.712193 -0.082993
10.701970 -0.069044
27.282076 -0.087969
12.676794 -0.049620
