4.585323 -0.306286
5.738513 -0.226403
4.367734 -0.470407
9.980044 -0.440685
5.361134 -0.169726
28.256325 -0.429657
7.384871 -0.164180
8.158199 -0.279541
11.726650 -0.422487
5.737169 -0.194902
3.925989 -0.069567
23.219666 -0.309021
17.353786 -0.296477
9.421991 -0.275923
3.894201 -0.193026
7.949677 -0.383225
20.533062 -0.243989
7.536384 -0.589768
8.373576 -0.302551
11.974527 -0.513491
15.770967 -0.301020
3.874038 -0.434402
4.120052 -0.444868
7.530879 -0.428151
8.056051 -0.173790
3.978987 -0.266695
6.913824 -0.513851
3.215467 -0.679471
3.509688 -0.015084
10.473535 -0.619709
9.147661 -0.521096
3.361764 -0.455872
5.978693 -0.484919
8.257851 -0.300171
4.603024 -0.354214
3.170405 -0.324047
10.230522 -0.164977
11.860397 -0.102356
5.360910 -0.770098
5.994573 -0.648648
4.085155 -0.401402
16.923628 -0.328816
15.696136 -0.331775
18.904217 -0.429041
17.811676 -0.264538
6.125158 -0.273993
17.582163 -0.292426
6.824801 -0.671905
11.208626 -0.241625
6.144973 -0.411791
20.662924 -0.236890
6.395065 -0.611332
6.261601 -0.512573
5.446771 -0.263836
3.172303 -0.369296
8.959532 -0.288460
20.415150 -0.349067
3.614734 -0.676414
3.763703 -0.292668
16.999626 -0.216943
4.777308 -0.476951
25.660339 -0.193291
29.335617 -0.290628
7.944544 -0.588956
7.579575 -0.446541
3.959045 -0.458127
19.569077 -0.439518
4.854177 -0.114779
6.903837 -0.573058
19.801447 -0.282537
5.673403 -0.377099
5.000676 -0.467055
6.724744 -0.375505
11.029125 -0.367786
18.087313 -0.543409
5.392715 -0.347810
10.857164 -0.248315
24.264198 -0.144851
3.353041 -0.186478
7.081874 -0.437876
26.405840 -0.386685
6.793256 -0.216421
14.716820 -0.241797
6.234942 -0.354048
4.130041 -0.438736
5.403754 -0.146851
6.184362 -0.242463
15.222199 -0.262872
4.884384 -0.236442
11.926322 -0.280027
12.721354 -0.371555
5.778781 -0.148167
5.129067 -0.446219
5.014199 -0.386901
3.011959 -0.442499
4.010103 -0.470501
20.739965 -0.554695
5.219836 -0.600731
15.157818 -0.265593
5.199371 -0.819254
4.174554 -0.367437
5.601979 -0.413077
13.076023 -0.380025
5.505697 -0.316143
5.731979 -0.217756
4.105519 -0.023541
19.702171 -0.435569
5.924220 -0.175326
3.678491 -0.342059
11.521011 -0.384797
5.812005 -0.308162
6.047818 -0.243858
9.841089 -0.496600
3.291540 -0.509563
6.724425 -0.419783
4.899573 -0.448801
14.644407 -0.360774
21.114832 0.053711
7.869874 -0.401034
14.695036 -0.461754
11.320985 -0.243898
22.753832 -0.247700
4.259829 -0.715535
3.831772 -0.558742
3.943000 -0.696819
15.919785 -0.264270
4.414452 -0.264603
18.024542 -0.358983
5.991619 -0.282138
3.367951 -0.473006
3.319380 -0.753738
10.975298 -0.251946
6.834968 -0.454640
4.719871 -0.490628
3.741285 -0.150725
6.451030 -0.046557
14.191506 -0.290945
7.081728 -0.188833
3.030569 -0.296035
12.358161 -0.431053
9.770522 -0.077607
18.148329 -0.157125
4.522579 -0.442199
4.818158 -0.311361
5.065965 -0.359004
11.836938 -0.575977
4.435281 -0.376688
6.710662 -0.358077
4.089233 -0.217990
7.220880 -0.268192
3.774735 -0.481268
4.854230 -0.173720
5.511035 -0.895730
7.181628 -0.292397
10.337328 -0.510037
17.736952 -0.318805
4.965611 -0.059962
11.091427 -0.467819
20.015797 -0.207349
16.067802 -0.376102
6.169649 -0.002799
3.985173 -0.215895
7.075253 -0.445981
7.428374 -0.460843
5.764525 -0.366662
5.929995 -0.274136
13.471066 -0.246632
9.923544 -0.648741
3.319947 -0.361044
9.319392 -0.254995
4.945125 -0.757602
15.107683 -0.229515
5.138003 -0.238810
5.753819 -0.388249
11.477564 -0.308353
14.759693 -0.293667
4.525407 -0.660758
25.496941 -0.250938
7.846819 -0.232709
5.218217 -0.386481
3.027608 -0.208329
5.316529 -0.459198
8.824400 -0.114053
4.428432 -0.330441
4.919971 -0.416590
6.692626 -0.324030
8.748522 -0.170011
14.297552 -0.392387
20.254871 -0.341942
5.868804 -0.399354
4.404245 -0.195161
28.108942 -0.510204
29.669914 -0.300517
3.924406 -0.480941
7.385044 -0.280223
10.645633 -0.277291
6.299927 -0.459579
3.830297 -0.853945
19.174452 -0.224555
6.102963 -0.453203
3.716188 -0.638299
17.002348 -0.402201
7.785487 -0.395508
27.878880 -0.266128
4.427715 -0.117131
3.003434 -0.183701
26.002375 -0.372766
14.255869 -0.271560
7.357813 -0.600759
4.454358 -0.525669
10.761047 -0.548662
15.908432 -0.228853
14.809593 -0.230209
8.670914 -0.188542
3.976064 -0.580548
19.636259 -0.153399
4.598054 -0.086226
3.552627 -0.107705
4.314115 -0.345322
5.765220 -0.323033
16.689447 -0.188188
3.977338 -0.886955
5.319827 -0.318940
19.210003 -0.350983
8.546925 -0.481024
12.610989 -0.147885
3.885742 -0.501662
3.002181 -0.369321
9.409820 -0.364567
4.592358 -0.389869
16.082327 -0.290141
9.978368 -0.545019
4.618787 -0.035753
16.238441 -0.523283
4.278689 -0.493218
23.986530 -0.257660
19.709314 -0.262029
23.029461 -0.327957
12.253478 -0.367655
6.022269 -0.374582
5.775905 -0.233221
4.830087 -0.763021
4.326506 -0.458667
8.479782 -0.412327
5.989723 -0.752713
5.360882 -0.905523
5.639473 -0.246581
8.799286 -0.175803
14.097470 -0.333518
10.754375 -0.553491
7.531689 -0.392835
9.229605 -0.350331
15.919933 -0.392536
12.958482 -0.404432
4.674358 -0.260261
3.903938 -0.317286
4.678236 -0.588442
6.571115 -0.431458
25.770422 -0.513758
23.073090 -0.246128
8.986782 -0.568318
15.273621 -0.327993
7.344676 -0.469770
8.066868 -0.392014
3.486207 -0.624269
4.033414 -0.279444
4.921685 -0.498963
18.115334 -0.299478
4.772666 -0.352096
29.558613 -0.383485
4.932501 -0.215669
4.076902 -0.738562
10.512588 -0.478185
