# S1              S2
  2.7661360e+001  2.3423378e+003
  2.0469360e+001  1.4715068e+003
  1.6096150e+001  2.2970424e+003
  2.3436930e+001  3.1334569e+003
  2.2557130e+001  2.6010628e+003
  8.1152840e+000  1.1885754e+003
  7.8655980e+000  2.3662016e+003
  7.4584210e+000  1.1489917e+003
  1.2254200e+001  1.1615501e+003
  2.6303560e+001  2.0467535e+003
  3.2588130e+001  2.4389980e+003
  2.8834710e+001  2.1840098e+003
  8.2373920e+000  1.6236474e+003
  2.7623520e+001  2.6050257e+003
  1.7759870e+001  2.3958950e+003
  3.5752120e+001  2.9143238e+003
  1.6084390e+001  1.9053536e+003
  3.4790160e+001  2.7296026e+003
  3.9258220e+001  3.3687253e+003
  3.5928820e+001  1.6253053e+003
  9.4746910e+000  2.0782704e+003
  8.6156660e+000  9.4568795e+002
  2.3120940e+001  4.7175497e+003
  2.3492240e+000  7.0423309e+002
  2.2588900e+000  1.2796143e+003
  7.1078500e+000  1.3158708e+003
  3.1689850e+000  1.4188327e+003
  3.8454040e+001  2.8694653e+003
  1.7844460e+000  3.2345913e+002
  3.6718340e+001  3.0652510e+003
  1.5302870e+001  1.3359152e+003
  1.5938820e+001  1.9867360e+003
  6.2111920e+000  7.7455088e+002
  1.1647570e+001  1.8482186e+003
  2.4014630e+001  2.0673590e+003
  3.6641680e+001  3.7515210e+003
  1.9297120e+001  2.6913272e+003
  8.8855870e+000  1.5653488e+003
  3.3347800e+001  5.5340896e+003
  4.9587330e+000  9.9491671e+002
  1.9928020e+001  2.8433816e+003
  1.0313640e+001  2.6718617e+003
  7.7603050e+000  1.2754540e+003
  3.9513720e+001  4.5519755e+003
  3.7962830e+001  3.1522930e+003
  6.6104860e+000  1.2731670e+003
  2.4618180e+001  2.3633549e+003
  2.7188630e+001  2.9071091e+003
  7.3460560e+000  1.1339274e+003
  3.1981930e+001  3.5015608e+003
  1.9111500e+001  1.3724508e+003
  1.7441810e+001  9.9784837e+002
  2.5452870e+001  1.6471751e+003
  3.2926800e+001  3.8757658e+003
  1.9648440e+001  3.5174269e+003
  1.1471130e+001  1.2642827e+003
  2.2731980e+001  4.3703505e+003
  1.8789480e+001  2.0642902e+003
  3.2639970e+001  3.7812357e+003
  1.8623630e+001  4.1985984e+003
  2.0428120e+001  2.8504498e+003
  3.0080570e+001  2.6774173e+003
  1.3694420e+001  1.9233736e+003
  9.4557760e+000  1.7159443e+003
  1.7807780e+001  1.7917721e+003
  1.5362790e+001  1.5820059e+003
  2.4192770e+001  2.6023434e+003
  7.1209200e+000  1.5038313e+003
  1.7989330e+001  2.5871940e+003
  2.2555050e+001  1.1605204e+003
  3.8952790e+001  1.0347003e+004
  1.5102140e+000  5.0020669e+002
  9.8325840e+000  1.7363116e+003
  5.0887200e+000  1.4007917e+003
  3.9124340e+001  4.5125915e+003
  1.2926880e+001  1.2936706e+003
  3.8050360e+001  2.7912759e+003
  6.3369140e+000  1.4255643e+003
  3.1768710e+001  2.7612427e+003
  2.6947610e+001  2.4179051e+003
  2.4238060e+001  2.3226718e+003
  1.4646920e+001  1.3672953e+003
  4.9708860e+000  9.1099880e+002
  3.9264710e+001  3.1262262e+003
  2.4573720e+001  2.0601503e+003
  1.9885030e+001  1.7325439e+003
  3.9421920e+001  2.7555784e+003
  1.8111910e+001  2.4960383e+003
  3.7810330e+001  2.4227548e+003
  2.6308930e+001  5.0106398e+003
  9.9845360e+000  1.2303478e+003
  8.1379880e+000  1.4327587e+003
  1.2691160e+001  1.3168955e+003
  1.4471610e+001  1.4904103e+003
  8.3344700e+000  2.1257050e+003
  3.3596670e+000  8.4078554e+002
  8.1224490e+000  1.1610128e+003
  8.9552040e+000  1.6225776e+003
  1.0149990e+001  1.0688127e+003
  9.5624420e+000  1.2882223e+003
  3.2593440e+001  3.9392559e+003
  2.6225210e+001  1.7110432e+003
  2.4947770e+001  2.4044388e+003
  2.8385550e+001  2.0113345e+003
  2.8447800e+000  1.9892102e+002
  3.4498630e+001  3.3373661e+003
  1.9805110e+001  1.6715842e+003
  3.1715150e+001  3.0125604e+003
  3.5671880e+000  1.1118572e+003
  2.7136000e+001  2.5852457e+003
  3.3447670e+001  2.6841505e+003
  3.9804550e+001  5.9693455e+003
  1.6832280e+000  3.6113863e+002
  3.7999300e+001  3.3048184e+003
  2.3478850e+001  2.2711866e+003
  1.0003790e+001  1.8929213e+003
  1.8400330e+001  3.6274682e+003
  3.8876710e+001  2.0485355e+003
  3.8635910e+000  1.9381311e+002
  9.6930890e+000  1.1421054e+003
  3.8148100e+001  2.8084579e+003
  3.0308410e+001  3.7714135e+003
  1.9525340e+001  1.9358184e+003
  2.2665550e+001  1.4734868e+003
  1.9913490e+001  1.4717240e+003
  1.5973710e+001  2.6895758e+003
  3.9150860e+001  3.4806737e+003
  3.9028680e+001  2.1708852e+003
  2.4207910e+001  2.7206977e+003
  3.4534240e+001  2.9645986e+003
  3.7031110e+001  4.0278819e+003
  2.7026780e+001  5.1611598e+003
  2.3481530e+001  3.1617344e+003
  1.6207600e+001  2.2868291e+003
  1.5802550e+001  2.1816605e+003
  9.8326190e+000  1.1906228e+003
  9.1858220e+000  8.1242078e+002
  1.8665010e+001  2.6710451e+003
  3.6824870e+001  2.6148466e+003
  2.3764680e+001  3.1575917e+003
  1.3781080e+001  1.2991229e+003
  3.4609210e+001  2.3615475e+003
  1.7790110e+000  1.7168313e+002
  1.1713540e+001  1.6418110e+003
  4.0701370e+000  9.9170620e+002
  3.5292330e+001  3.1404171e+003
  3.6258400e+001  1.2451642e+003
  1.2616850e+001  1.2323496e+003
  1.0942530e+001  1.2255689e+003
  1.3052300e+001  1.3517116e+003
  6.3552510e+000  1.6769175e+003
  1.6986680e+001  2.6570181e+003
  2.1437920e+001  3.9601683e+003
  2.1577390e+001  2.3157406e+003
  6.6536650e+000  1.6582077e+003
  1.7629090e+001  2.8431835e+003
  3.7139490e+001  3.2710632e+003
  2.0911650e+000  8.2343117e+002
  2.9424110e+001  2.2905371e+003
  7.3468780e+000  7.2060426e+002
  3.1029220e+001  4.7291039e+003
  3.6231070e+000  9.5783601e+002
  9.6492280e+000  1.9001224e+003
  2.5302260e+001  2.0379255e+003
  3.2087490e+001  5.0481906e+003
  3.1385890e+001  2.7012542e+003
  2.0065870e+000  1.0856929e+003
  3.6157020e+001  2.8135435e+003
  2.3537600e+001  2.5385351e+003
  3.6491370e+000  2.0146433e+002
  1.2089310e+001  1.2258646e+003
  8.1094420e+000  7.6681919e+002
  2.8434490e+001  3.8326084e+003
  2.5653020e+001  3.6838378e+003
  3.0354820e+001  3.0454092e+003
  7.5924390e+000  8.9932841e+002
  2.6710860e+001  4.2703736e+003
  1.8979260e+001  1.0041516e+003
  2.1879840e+000  7.1285655e+002
  1.5021930e+001  1.3692783e+003
  3.5082430e+001  3.9498961e+003
  3.3398220e+001  3.1044332e+003
  1.0930760e+001  1.2005614e+003
  3.8532880e+001  4.4960328e+003
  2.2114870e+001  2.7282389e+003
  3.3690220e+001  2.7327496e+003
  2.8672100e+000  3.3890385e+002
  1.0474280e+001  9.7400723e+002
  3.5220520e+001  3.0290871e+003
  5.6900720e+000  1.0250847e+003
  2.6808650e+001  1.8119990e+003
  3.8204090e+001  2.7945112e+003
  3.3150720e+001  2.5280576e+003
  2.6307030e+000  3.4498231e+002
  2.1782060e+001  1.9678679e+003
  3.0534900e+001  2.7068083e+003
  3.4378680e+001  2.8050215e+003
  2.3616330e+001  2.8075559e+003
  1.0955470e+001  1.5058129e+003
  1.3148530e+001  1.1829822e+003
  2.6326350e+001  1.4361429e+003
  3.3187330e+001  3.3235278e+003
  2.5790070e+001  2.2820782e+003
  3.6615480e+001  4.0365351e+003
  9.4220200e+000  1.5450446e+003
  3.0997470e+001  1.4602165e+003
  3.9661370e+001  2.2887729e+003
  1.9580870e+001  1.6477449e+003
  1.0695140e+001  1.6065582e+003
  2.6967330e+000  1.9614125e+003
  3.7486390e+001  5.3191914e+003
  1.2637750e+001  2.2801885e+003
  1.8121460e+001  3.4617539e+003
  3.9880470e+001  2.7140901e+003
  2.6864870e+001  3.9419104e+003
  3.9397170e+001  2.7636563e+003
  2.3837320e+001  3.3518489e+003
  1.3365470e+001  2.0184465e+003
  1.6458450e+000  5.5886889e+002
  2.3831590e+001  3.1205203e+003
  2.5764110e+001  1.4618208e+003
  8.4958270e+000  9.4245942e+002
  2.0155100e+001  2.9531259e+003
  2.0495240e+001  3.1175255e+003
  4.7367630e+000  8.6430028e+002
  2.9793370e+001  2.3321186e+003
  2.3500450e+001  2.5560843e+003
  2.2702550e+001  3.6926967e+003
  3.8941230e+001  3.8006569e+003
  3.4000060e+001  2.7094035e+003
  3.6344490e+001  2.7346489e+003
  3.6976320e+001  4.5431145e+003
  1.4584420e+001  1.4075738e+003
  5.2157960e+000  8.8294692e+002
  3.5057630e+001  3.5415351e+003
  3.3601560e+001  4.8883742e+003
  1.8757210e+001  1.3600261e+003
  2.7942530e+000  3.8785530e+002
  3.2346940e+001  2.2824444e+003
  2.9482440e+001  2.8515134e+003
  3.3608400e+001  4.0166393e+003
  3.5970640e+001  2.4014147e+003
  1.6206470e+001  2.1887866e+003
  2.7010580e+001  2.7508880e+003
  1.6973460e+001  2.4612877e+003
  8.1856140e+000  1.4198853e+003
  1.6957160e+000  4.9286062e+002
  7.4871040e+000  1.3475872e+003
  2.9376450e+001  1.5429587e+003
  3.8942620e+000  1.4722690e+003
  3.2946650e+001  2.5763524e+003
  1.7901020e+000  4.8099081e+002
  9.8001270e+000  1.6589477e+003
  2.9328670e+001  2.4102071e+003
  9.6063560e+000  1.8485648e+003
  3.9644230e+001  3.3292391e+003
  2.4705320e+001  3.9461854e+003
  1.0451150e+001  1.5861055e+003
  1.0228550e+001  2.4055649e+003
  3.9832820e+001  2.5816898e+003
  2.4787110e+001  2.1398873e+003
  3.0242320e+001  2.3802803e+003
  1.2412120e+001  1.2569557e+003
  1.8922210e+001  1.5620893e+003
  3.4275680e+001  4.0116874e+003
  2.1865500e+001  1.9389045e+003
  3.0853330e+001  2.2673368e+003
  1.7060300e+001  2.1750471e+003
  2.0284570e+001  4.8453907e+003
  1.8452570e+001  2.1051297e+003
  3.2838930e+001  2.8141938e+003
  7.9140100e+000  8.3016916e+002
  2.9405420e+001  4.0426988e+003
  1.9478830e+001  2.3839101e+003
  3.9890910e+001  2.6807662e+003
  1.5725250e+000  2.8481349e+002
  8.5870810e+000  1.2008550e+003
  1.7713420e+001  1.4644125e+003
  5.4011490e+000  9.0945907e+002
  1.5879940e+001  1.8299400e+003
  1.7944550e+001  2.8344289e+003
  2.2104520e+001  4.0668775e+003
  2.7209230e+001  3.5362198e+003
  9.7952240e+000  8.5163082e+002
  3.6589880e+000  8.4060890e+002
  3.7036080e+001  3.1343033e+003
  3.2547030e+001  3.5450990e+003
  2.5786330e+001  2.5357740e+003
  3.4231260e+001  2.8832472e+003
  2.2465620e+001  2.8825006e+003
  1.2722040e+001  1.9486451e+003
  3.5098720e+001  3.2627386e+003
  3.1769250e+001  3.7161733e+003
  3.5713140e+001  7.9817668e+003
  2.1471950e+001  9.8647137e+002
  3.0186630e+001  4.1271251e+003
  1.2763640e+001  2.1242692e+003
  1.4815540e+001  1.3548727e+003
  3.7296240e+001  2.7889328e+003
  3.0823990e+001  3.0699044e+003
  5.6974810e+000  1.5299452e+003
  1.8629170e+001  1.8023308e+003
  1.3480550e+001  2.3887055e+003
  1.3910960e+001  1.7536548e+003
  1.4953960e+001  2.0982354e+003
  2.2534600e+001  1.2680485e+003
  2.5102580e+001  3.8037359e+003
  1.2405000e+001  1.6996706e+003
  3.8059730e+001  3.4337581e+003
  1.6146130e+001  1.3993020e+003
  3.8686960e+001  2.4545597e+003
  3.7152330e+000  9.2203001e+002
  3.1524560e+001  2.4072269e+003
  3.0978370e+001  1.8687774e+003
  1.6668730e+001  1.5018187e+003
  3.0973990e+001  2.2564523e+003
  1.0917090e+001  1.8444075e+003
  3.3357300e+001  3.9630075e+003
  3.5560180e+001  2.8389710e+003
  3.7348870e+001  3.1159427e+003
  3.3185490e+001  4.4019108e+003
  3.4504290e+001  2.3818154e+003
  3.1378110e+001  3.6259080e+003
  1.8919200e+001  1.4768411e+003
  2.3385740e+001  2.6762465e+003
  4.3701310e+000  1.8692072e+003
  1.3801860e+001  1.3599740e+003
  3.8712780e+001  2.8858939e+003
  2.6742750e+001  3.0359042e+003
  1.8743410e+001  2.4022024e+003
  3.9800690e+001  3.3493428e+003
  3.1402640e+001  4.2115519e+003
  1.4382710e+001  1.0991595e+003
  2.9207210e+001  3.8244331e+003
  3.4408130e+001  3.5796789e+003
  3.0025500e+001  4.2446731e+003
  3.3161500e+001  3.7197193e+003
  7.0684210e+000  1.6213038e+003
  1.5313700e+001  1.2312043e+003
  3.6602940e+001  3.3747606e+003
  8.4087010e+000  1.5579873e+003
  3.4974260e+001  4.2968039e+003
  1.2615230e+001  1.2345400e+003
  2.3046460e+000  1.0197183e+003
  6.1027190e+000  1.3820711e+003
  2.3481220e+000  7.2879378e+002
  6.0833980e+000  7.8220976e+002
  1.7231520e+001  3.2897022e+003
  2.2110450e+001  2.2442156e+003
  2.7250000e+001  3.2599167e+003
  3.6175080e+001  3.6487113e+003
  2.4708600e+001  2.6884325e+003
  3.7495710e+001  4.1513809e+003
  2.7470300e+001  1.8962841e+003
  4.8249040e+000  8.0324065e+002
  2.2325540e+001  2.2934854e+003
  1.4239600e+001  1.3697326e+003
  4.7418230e+000  1.2593874e+003
  2.4254790e+001  1.9584817e+003
  2.9334170e+001  2.3870571e+003
  1.4963260e+001  1.4236106e+003
  3.3678200e+001  3.7142307e+003
  1.5881380e+001  2.0238170e+003
  1.5419820e+001  2.4045472e+003
  3.9091240e+001  3.9306145e+003
  5.0289280e+000  1.0627997e+003
  1.8088470e+001  1.3456429e+003
  3.0521600e+001  2.2449481e+003
  1.8071930e+001  3.3865503e+003
  5.2341070e+000  1.8418981e+003
  2.1198640e+001  1.2626646e+003
  2.9761340e+001  1.7349720e+003
  1.0908410e+001  2.0407671e+003
  2.2580450e+001  1.6590046e+003
  1.6118860e+001  1.9834046e+003
  1.6884980e+001  1.2046186e+003
  3.0024020e+001  3.3019755e+003
  3.1363370e+001  3.4239761e+003
  7.1083640e+000  9.1939610e+002
  2.9651240e+001  3.9314057e+003
  1.4291850e+001  1.0791019e+003
  3.3095130e+001  2.9242809e+003
  3.8977460e+000  1.2530850e+003
  2.7307940e+001  2.4449385e+003
  1.7509920e+001  1.7560107e+003
  5.2198410e+000  1.5320829e+003
  3.7537280e+001  3.1707996e+003
  9.3081530e+000  1.9888476e+003
  3.5074600e+001  2.6137842e+003
  8.6017390e+000  1.3013564e+003
  1.8637620e+001  1.5790884e+003
  3.4111890e+001  3.6695920e+003
  3.5395290e+001  3.7502522e+003
  6.5767210e+000  1.2452640e+003
  1.2116880e+001  1.6378790e+003
  3.3946760e+001  3.7185903e+003
  5.7841040e+000  1.3917111e+003
  2.8354410e+001  2.8138479e+003
  9.8392780e+000  8.2833923e+002
  3.5669590e+001  4.0785249e+003
  3.0337110e+001  3.9566097e+003
  3.8945190e+001  3.0926504e+003
  1.7218290e+001  1.8495668e+003
  3.9045720e+001  4.9188824e+003
  1.0640090e+001  8.7572612e+002
  3.0931060e+001  2.4161940e+003
  4.1860990e+000  8.2858772e+002
  9.6419820e+000  9.5995155e+002
  8.9901540e+000  1.1717316e+003
  3.6891970e+001  4.2767301e+003
  2.4449690e+001  3.6611317e+003
  9.2580420e+000  1.9265006e+003
  1.7542460e+001  3.2375650e+003
  3.1703080e+001  2.0041972e+003
  1.7328740e+000  2.7237484e+002
  3.7911460e+001  3.5764117e+003
  5.1477230e+000  1.1249887e+003
  2.5886030e+001  2.8208270e+003
  1.3992140e+001  1.4245580e+003
  2.2775310e+001  2.1140989e+003
  2.5702030e+001  2.1413883e+003
  1.4044430e+001  1.9385996e+003
  6.0675350e+000  1.5137574e+003
  1.6815970e+001  1.7851673e+003
  3.5977280e+001  3.3406296e+003
  3.0791630e+001  3.2379018e+003
  1.4196120e+000  4.4655984e+002
  2.0259620e+001  1.6980063e+003
  3.1663480e+001  3.8372284e+003
  2.1528580e+001  2.5514989e+003
  1.7993540e+001  3.8168897e+003
  2.4964480e+001  2.5092014e+003
  1.9641620e+001  2.1895472e+003
  3.8902610e+001  5.4563691e+003
  3.8403020e+001  5.7479288e+003
  9.4816510e+000  1.7250511e+003
  3.8916440e+000  5.6722727e+002
  3.1860240e+001  3.6385475e+003
  1.7925800e+001  2.2721005e+003
  1.8852810e+001  1.4172194e+003
  3.7666790e+001  2.7790836e+003
  1.3803240e+001  1.9298433e+003
  3.0360940e+001  4.3925551e+003
  2.1502330e+001  2.2899369e+003
  3.1950530e+001  4.3131153e+003
  2.4277170e+001  1.8132223e+003
  3.8487330e+000  7.9838025e+002
  1.1155900e+001  2.5143030e+003
  2.9546710e+001  2.5712312e+003
  2.8226020e+001  2.1292499e+003
  2.6089050e+001  1.9276015e+003
  2.8416590e+001  2.7222497e+003
  2.9855310e+001  3.2875668e+003
  1.1272400e+001  2.1499403e+003
  1.8031310e+001  3.2835700e+003
  2.5376670e+001  2.3981185e+003
  1.6118720e+001  1.5258947e+003
  6.0903500e+000  1.2453724e+003
  3.4378520e+001  3.0670028e+003
  3.2735260e+001  3.4251910e+003
  3.6192740e+001  3.0594719e+003
  3.3107740e+001  2.8695879e+003
  6.2405830e+000  8.6485274e+002
  1.9909580e+000  4.0381561e+002
  2.8699020e+001  4.3601865e+003
  3.2581410e+001  6.5724891e+003
  1.9428750e+001  2.9762394e+003
  2.8680430e+001  2.7289002e+003
  8.6261150e+000  2.0014431e+003
  2.8803530e+001  2.5916044e+003
  2.4680110e+000  1.2887126e+003
  3.0793470e+001  4.9938631e+003
  1.7833080e+001  1.5683405e+003
  3.0985280e+001  3.3605273e+003
  5.5742030e+000  8.6921814e+002
  1.4259790e+001  1.2784894e+003
  2.1352350e+001  2.4378371e+003
  2.7716820e+000  5.9209501e+002
  1.9991950e+001  1.5727698e+003
  3.6539520e+001  2.7110707e+003
  2.0146170e+000  9.3339075e+002
  3.0169060e+001  2.2825000e+003
  2.1153460e+001  2.9587850e+003
  2.4580420e+001  2.3569876e+003
  3.4860880e+001  2.2785016e+003
  2.5806820e+001  2.9649440e+003
  3.5995050e+001  5.0125969e+003
  3.9761720e+001  3.4052277e+003
  3.5336800e+001  3.1954367e+003
  1.4995680e+001  2.7224265e+003
  3.1372560e+001  1.5018203e+003
  4.6701690e+000  9.0582561e+002
  9.6356730e+000  1.1793998e+003
  1.7797070e+001  1.8991030e+003
  1.4663550e+001  2.3321642e+003
  2.0835470e+001  1.6849744e+003
  2.8491960e+001  5.2174263e+003
  2.6732500e+001  2.8981214e+003
  2.0673680e+001  2.0962872e+003
  3.7778530e+001  3.5916752e+003
  3.4814300e+001  3.1549296e+003
  3.9029470e+001  2.8249818e+003
  2.3170400e+001  3.2204720e+003
  2.0562190e+001  3.4547480e+003
  2.6498890e+001  3.7864714e+003
  3.2502770e+001  2.3753487e+003
  3.6160020e+001  5.2315534e+003
  2.0513600e+001  2.8549853e+003
  1.3688420e+000  2.4424761e+002
  3.4317080e+001  3.1583651e+003
  2.3182530e+001  2.8009660e+003
  1.2001810e+001  2.0749266e+003
  3.9226130e+000  9.1928350e+002
  4.0675720e+000  1.1888560e+003
  8.0424580e+000  9.9164860e+002
  3.0649510e+001  3.2428177e+003
  6.0826650e+000  8.4882253e+002
  2.1603000e+001  2.2039872e+003
  2.2600410e+001  1.7874846e+003
  1.0306840e+001  8.6429208e+002
  2.7799970e+001  2.6566193e+003
  1.9370430e+001  4.1119825e+003
  3.1456380e+001  2.4897901e+003
  1.7074160e+001  3.3021162e+003
  3.1208420e+001  3.2448437e+003
  1.7652810e+001  2.2415521e+003
  2.1133340e+001  1.2994158e+003
  1.8786000e+001  1.3469619e+003
  1.5039210e+001  1.5010011e+003
  8.1902510e+000  1.8047257e+003
  8.0406370e+000  1.3077582e+003
  2.4575360e+001  3.8715501e+003
  1.9331240e+001  2.4737893e+003
  2.2788960e+001  2.8694556e+003
  3.8533160e+001  2.5714118e+003
  2.0070610e+001  1.4088267e+003
  2.4736980e+001  3.2622833e+003
  1.7375540e+001  2.2899095e+003
  1.2500270e+001  2.0232493e+003
  2.5010260e+000  1.2724954e+003
  9.0926240e+000  1.7764346e+003
  3.1308030e+001  3.7260591e+003
  1.2640300e+001  1.7298179e+003
  1.5402040e+001  2.3764805e+003
  2.5680590e+001  2.5115568e+003
  2.3220780e+001  3.4386328e+003
  1.9597820e+001  2.1665353e+003
  1.1192150e+001  1.8292519e+003
  1.5468920e+001  2.4983771e+003
  1.2329430e+001  1.9072429e+003
  6.3934040e+000  4.4490281e+002
  1.9183150e+001  2.6467927e+003
  1.5006440e+001  2.5321806e+003
  2.9476850e+001  4.1370529e+003
  1.3935540e+001  1.2612170e+003
  1.4699750e+001  2.6929727e+003
  2.0043760e+001  1.5891401e+003
  1.1838410e+001  2.4562320e+003
  3.1035430e+001  5.4577516e+003
  1.1400850e+001  1.2861459e+003
  2.7329690e+001  3.0134341e+003
  3.3361750e+001  4.7073211e+003
  1.2405380e+001  1.0061323e+003
  9.6092640e+000  1.9854599e+003
  3.3069480e+001  4.8891163e+003
  9.6021390e+000  1.0930474e+003
  6.3400510e+000  2.4164775e+003
  2.0989730e+001  3.5608268e+003
  3.7255050e+001  3.0756375e+003
  1.3771030e+001  1.5585094e+003
  3.6095890e+001  2.8827750e+003
  1.3472890e+001  1.5583240e+003
  1.2497670e+001  1.5392000e+003
  5.3141570e+000  1.2000584e+003
  2.1364110e+001  2.6487429e+003
  2.7005830e+001  2.7564209e+003
  3.6690600e+001  3.0941461e+003
  2.3170620e+001  1.2636379e+003
  9.9730810e+000  8.5397144e+002
  1.3826390e+001  1.0396875e+003
  5.6802610e+000  1.5913265e+003
  1.4736820e+001  1.2964978e+003
  3.5153860e+001  1.4950579e+003
  1.4055000e+001  1.1468295e+003
  1.1142810e+001  1.6169989e+003
  1.6618000e+001  1.4414738e+003
  3.4181270e+001  2.4954691e+003
  2.8394670e+000  3.7857752e+002
  3.1345260e+001  1.9356948e+003
  1.1649440e+001  1.5681227e+003
  2.5427500e+001  4.4541072e+003
  3.7574200e+001  2.6000922e+003
  3.9570400e+001  4.0553603e+003
  1.4072690e+001  2.1773995e+003
  6.9075120e+000  1.3292163e+003
  2.2067140e+000  2.0539319e+002
  3.3560830e+001  2.5500265e+003
  3.1081910e+001  3.2687650e+003
  3.1780800e+001  4.0136900e+003
